Region,Livestock type,Date,Nitrate-N leached kg/yr
Otago,Deer,1990,97727.87727
Otago,Deer,1991,118256.5819
Otago,Deer,1992,122675.4338
Otago,Deer,1993,115947.4703
Otago,Deer,1994,149387.9163
Otago,Deer,1995,147977.6097
Otago,Deer,1996,161827.3766
Otago,Deer,1997,0
Otago,Deer,1998,0
Otago,Deer,1999,246847.7863
Otago,Deer,2000,0
Otago,Deer,2001,0
Otago,Deer,2002,321450.2298
Otago,Deer,2003,319167.2653
Otago,Deer,2004,337352.5403
Otago,Deer,2005,324720.2455
Otago,Deer,2006,315055.6412
Otago,Deer,2007,307396.189
Otago,Deer,2008,272674.5375
Otago,Deer,2009,271968.567
Otago,Deer,2010,275681.4485
Otago,Deer,2011,264593.464
Otago,Deer,2012,250397.2487
Otago,Deer,2013,234073.3169
Otago,Deer,2014,227043.0282
Otago,Deer,2015,206220.1692
Otago,Deer,2016,183421.5736
Otago,Deer,2017,189124.8994
Otago,Sheep,1990,7573423.917
Otago,Sheep,1991,7419300.008
Otago,Sheep,1992,7471616.428
Otago,Sheep,1993,6918237.352
Otago,Sheep,1994,6959452.87
Otago,Sheep,1995,6818319.205
Otago,Sheep,1996,6668779.658
Otago,Sheep,1997,0
Otago,Sheep,1998,0
Otago,Sheep,1999,6898438.009
Otago,Sheep,2000,0
Otago,Sheep,2001,0
Otago,Sheep,2002,5578630.024
Otago,Sheep,2003,5418522.746
Otago,Sheep,2004,5378914.945
Otago,Sheep,2005,5637069.257
Otago,Sheep,2006,5467003.067
Otago,Sheep,2007,5496829.679
Otago,Sheep,2008,4869978.669
Otago,Sheep,2009,4813790.604
Otago,Sheep,2010,4852188.06
Otago,Sheep,2011,4742250.847
Otago,Sheep,2012,4869491.979
Otago,Sheep,2013,4853520.533
Otago,Sheep,2014,4791904.145
Otago,Sheep,2015,4666562.378
Otago,Sheep,2016,4391912.563
Otago,Sheep,2017,4180411.206
Southland,Beef,1990,1202631.567
Southland,Beef,1991,1167197.284
Southland,Beef,1992,1107972.516
Southland,Beef,1993,1125289.926
Southland,Beef,1994,1305820.376
Southland,Beef,1995,1381820.981
Southland,Beef,1996,1315936.168
Southland,Beef,1997,0
Southland,Beef,1998,0
Southland,Beef,1999,1481779.701
Southland,Beef,2000,0
Southland,Beef,2001,0
Southland,Beef,2002,1313118.704
Southland,Beef,2003,1418673.667
Southland,Beef,2004,1395985.668
Southland,Beef,2005,1304453.552
Southland,Beef,2006,1319320.993
Southland,Beef,2007,1338379.17
Southland,Beef,2008,1228607.681
Southland,Beef,2009,1385695.8
Southland,Beef,2010,1200207.387
Southland,Beef,2011,1120525.382
Southland,Beef,2012,1109900.255
Southland,Beef,2013,1083343.884
Southland,Beef,2014,1121550.5
Southland,Beef,2015,1061984.026
Southland,Beef,2016,1091209.573
Southland,Beef,2017,1129570.924
Southland,Dairy,1990,463844.4818
Southland,Dairy,1991,539784.7094
Southland,Dairy,1992,647923.3969
Southland,Dairy,1993,870782.9134
Southland,Dairy,1994,1404574.927
Southland,Dairy,1995,1544912.074
Southland,Dairy,1996,1689154.298
Southland,Dairy,1997,0
Southland,Dairy,1998,0
Southland,Dairy,1999,2860849.136
Southland,Dairy,2000,0
Southland,Dairy,2001,0
Southland,Dairy,2002,4374422.358
Southland,Dairy,2003,4270937.834
Southland,Dairy,2004,4286017.814
Southland,Dairy,2005,4274400.826
Southland,Dairy,2006,4616230.091
Southland,Dairy,2007,5312893.262
Southland,Dairy,2008,6090580.628
Southland,Dairy,2009,7235246.933
Southland,Dairy,2010,7358219.999
Southland,Dairy,2011,7547947.767
Southland,Dairy,2012,8234811.407
Southland,Dairy,2013,7557526.256
Southland,Dairy,2014,8596559.017
Southland,Dairy,2015,8979330.184
Southland,Dairy,2016,8705311.71
Southland,Dairy,2017,8362893
Southland,Deer,1990,170859.9887
Southland,Deer,1991,206575.6675
Southland,Deer,1992,220306.753
Southland,Deer,1993,222591.5991
Southland,Deer,1994,253811.8674
Southland,Deer,1995,256155.8635
Southland,Deer,1996,262227.694
Southland,Deer,1997,0
Southland,Deer,1998,0
Southland,Deer,1999,541115.0932
Southland,Deer,2000,0
Southland,Deer,2001,0
Southland,Deer,2002,483597.7739
Southland,Deer,2003,491012.175
Southland,Deer,2004,537059.8698
Southland,Deer,2005,510856.3586
Southland,Deer,2006,478066.5482
Southland,Deer,2007,423025.2813
Southland,Deer,2008,371506.8865
Southland,Deer,2009,333287.6437
Southland,Deer,2010,338359.4242
Southland,Deer,2011,335473.4477
Southland,Deer,2012,327942.1219
Southland,Deer,2013,304537.9254
Southland,Deer,2014,306789.7574
Southland,Deer,2015,272202.058
Southland,Deer,2016,255396.5408
Southland,Deer,2017,264772.5255
Southland,Sheep,1990,6711811.865
Southland,Sheep,1991,6352378.73
Southland,Sheep,1992,6042256.128
Southland,Sheep,1993,5866288.141
Southland,Sheep,1994,5899432.85
Southland,Sheep,1995,5776936.894
Southland,Sheep,1996,5603816.13
Southland,Sheep,1997,0
Southland,Sheep,1998,0
Southland,Sheep,1999,5063305.186
Southland,Sheep,2000,0
Southland,Sheep,2001,0
Southland,Sheep,2002,4471587.816
Southland,Sheep,2003,4399929.328
Southland,Sheep,2004,4483807.805
Southland,Sheep,2005,4471565.273
Southland,Sheep,2006,4455134.19
Southland,Sheep,2007,4254968.942
Southland,Sheep,2008,3561097.216
Southland,Sheep,2009,3423735.436
Southland,Sheep,2010,3454641.592
Southland,Sheep,2011,3090638.173
Southland,Sheep,2012,3273612.627
Southland,Sheep,2013,3299430.754
Southland,Sheep,2014,3230620.239
Southland,Sheep,2015,3060605.946
Southland,Sheep,2016,2788973.828
Southland,Sheep,2017,2996229.705
Taranaki,Beef,1990,1922913.551
Taranaki,Beef,1991,1920961.836
Taranaki,Beef,1992,1883041.224
Taranaki,Beef,1993,1767437.939
Taranaki,Beef,1994,1905226.822
Taranaki,Beef,1995,1855342.307
Taranaki,Beef,1996,1563059.182
Taranaki,Beef,1997,0
Taranaki,Beef,1998,0
Taranaki,Beef,1999,1355901.712
Taranaki,Beef,2000,0
Taranaki,Beef,2001,0
Taranaki,Beef,2002,1402786.982
Taranaki,Beef,2003,1336252.241
Taranaki,Beef,2004,1355802.472
Taranaki,Beef,2005,1443773
Taranaki,Beef,2006,1426494.256
Taranaki,Beef,2007,1507506.974
Taranaki,Beef,2008,1456530.821
Taranaki,Beef,2009,1393061.486
Taranaki,Beef,2010,1474118.311
Taranaki,Beef,2011,1308112.258
Taranaki,Beef,2012,1141764.379
Taranaki,Beef,2013,1306943.434
Taranaki,Beef,2014,1430982.098
Taranaki,Beef,2015,1414431.113
Taranaki,Beef,2016,1175649.242
Taranaki,Beef,2017,1300636.197
Taranaki,Dairy,1990,11653273.24
Taranaki,Dairy,1991,11612588.24
Taranaki,Dairy,1992,11841839.75
Taranaki,Dairy,1993,11632185.75
Taranaki,Dairy,1994,12397605.99
Taranaki,Dairy,1995,12800317.15
Taranaki,Dairy,1996,12700032.55
Taranaki,Dairy,1997,0
Taranaki,Dairy,1998,0
Taranaki,Dairy,1999,12588655.8
Taranaki,Dairy,2000,0
Taranaki,Dairy,2001,0
Taranaki,Dairy,2002,13486478.2
Taranaki,Dairy,2003,12902050.35
Taranaki,Dairy,2004,13760098.3
Taranaki,Dairy,2005,12739248.26
Taranaki,Dairy,2006,12388997.16
Taranaki,Dairy,2007,12200803.15
Taranaki,Dairy,2008,11826898.46
Taranaki,Dairy,2009,12570465.51
Taranaki,Dairy,2010,13366264.99
Taranaki,Dairy,2011,12940458.98
Taranaki,Dairy,2012,12507285.8
Taranaki,Dairy,2013,12313400.86
Taranaki,Dairy,2014,12125786.3
Taranaki,Dairy,2015,11214885.1
Taranaki,Dairy,2016,11496348.33
Taranaki,Dairy,2017,12227147
Taranaki,Deer,1990,46793.60006
Taranaki,Deer,1991,47388.67925
Taranaki,Deer,1992,52790.70156
Taranaki,Deer,1993,47150.18448
Taranaki,Deer,1994,44049.75247
Taranaki,Deer,1995,36665.67653
Taranaki,Deer,1996,30129.06745
Taranaki,Deer,1997,0
Taranaki,Deer,1998,0
Taranaki,Deer,1999,33405.47618
Taranaki,Deer,2000,0
Taranaki,Deer,2001,0
Taranaki,Deer,2002,24919.23024
Taranaki,Deer,2003,20973.64686
Taranaki,Deer,2004,15483.63618
Taranaki,Deer,2005,11049.48585
Taranaki,Deer,2006,10683.6395
Taranaki,Deer,2007,10317.79316
Taranaki,Deer,2008,8159.76281
Taranaki,Deer,2009,9947.315843
Taranaki,Deer,2010,10345.57895
Taranaki,Deer,2011,12478.13898
Taranaki,Deer,2012,8696.954913
Taranaki,Deer,2013,13960.04823
Taranaki,Deer,2014,12049.77459
Taranaki,Deer,2015,7666.564887
Taranaki,Deer,2016,8757.157476
Taranaki,Deer,2017,9259.617332
Taranaki,Sheep,1990,1834337.796
Taranaki,Sheep,1991,1701289.822
Taranaki,Sheep,1992,1590767.282
Taranaki,Sheep,1993,1380877.553
Taranaki,Sheep,1994,1289390.066
Taranaki,Sheep,1995,1209688.786
Taranaki,Sheep,1996,1143351.522
Taranaki,Sheep,1997,0
Taranaki,Sheep,1998,0
Taranaki,Sheep,1999,1089419.318
Taranaki,Sheep,2000,0
Taranaki,Sheep,2001,0
Taranaki,Sheep,2002,930462.2255
Taranaki,Sheep,2003,886435.6643
Taranaki,Sheep,2004,916855.4706
Taranaki,Sheep,2005,905205.3036
Taranaki,Sheep,2006,917973.1398
Taranaki,Sheep,2007,875121.5983
Taranaki,Sheep,2008,850122.0871
Taranaki,Sheep,2009,717348.8619
Taranaki,Sheep,2010,778189.8083
Taranaki,Sheep,2011,742865.8618
Taranaki,Sheep,2012,579376.7413
Taranaki,Sheep,2013,716688.6635
Taranaki,Sheep,2014,669874.5982
Taranaki,Sheep,2015,666653.6304
Taranaki,Sheep,2016,579284.7136
Taranaki,Sheep,2017,663539.3614
Tasman,Beef,1990,701337.1383
Tasman,Beef,1991,701337.1383
Tasman,Beef,1992,701337.1383
Tasman,Beef,1993,701337.1383
Tasman,Beef,1994,792081.21
Tasman,Beef,1995,797525.3627
Tasman,Beef,1996,742665.9997
Tasman,Beef,1997,0
Tasman,Beef,1998,0
Tasman,Beef,1999,704446.3271
Tasman,Beef,2000,0
Tasman,Beef,2001,0
Tasman,Beef,2002,602568.1642
Tasman,Beef,2003,690104.7328
Tasman,Beef,2004,568047.566
Tasman,Beef,2005,555745.9929
Tasman,Beef,2006,562345.3383
Tasman,Beef,2007,632013.2882
Tasman,Beef,2008,612854.2948
Tasman,Beef,2009,731740.8264
Tasman,Beef,2010,611797.4164
Tasman,Beef,2011,569669.7514
Tasman,Beef,2012,493402.456
Tasman,Beef,2013,519443.4485
Tasman,Beef,2014,476676.7408
Tasman,Beef,2015,510386.2463
Tasman,Beef,2016,450303.9377
Tasman,Beef,2017,489174.9424
Tasman,Dairy,1990,1297212.479
Tasman,Dairy,1991,1297212.479
Tasman,Dairy,1992,1297212.479
Tasman,Dairy,1993,1297212.479
Tasman,Dairy,1994,1368785.707
Tasman,Dairy,1995,1462776.105
Tasman,Dairy,1996,1517397.046
Tasman,Dairy,1997,0
Tasman,Dairy,1998,0
Tasman,Dairy,1999,2069294.387
Tasman,Dairy,2000,0
Tasman,Dairy,2001,0
Tasman,Dairy,2002,1881285.709
Tasman,Dairy,2003,1985369.41
Tasman,Dairy,2004,1975387.635
Tasman,Dairy,2005,1883014.396
Tasman,Dairy,2006,1840048.154
Tasman,Dairy,2007,1780241.152
Tasman,Dairy,2008,1970954.389
Tasman,Dairy,2009,2412661.86
Tasman,Dairy,2010,1982079.328
Tasman,Dairy,2011,2029897.047
Tasman,Dairy,2012,2006280.949
Tasman,Dairy,2013,2126926.589
Tasman,Dairy,2014,2174019.375
Tasman,Dairy,2015,2170980.231
Tasman,Dairy,2016,1700247.544
Tasman,Dairy,2017,1843394
Tasman,Deer,1990,83974.09044
Tasman,Deer,1991,83974.09044
Tasman,Deer,1992,83974.09044
Tasman,Deer,1993,83974.09044
Tasman,Deer,1994,101358.7764
Tasman,Deer,1995,94687.38194
Tasman,Deer,1996,95641.247
Tasman,Deer,1997,0
Tasman,Deer,1998,0
Tasman,Deer,1999,99708.61817
Tasman,Deer,2000,0
Tasman,Deer,2001,0
Tasman,Deer,2002,91098.35853
Tasman,Deer,2003,95027.03715
Tasman,Deer,2004,89247.23762
Tasman,Deer,2005,89861.44746
Tasman,Deer,2006,71554.03149
Tasman,Deer,2007,58398.05292
Tasman,Deer,2008,54647.69327
Tasman,Deer,2009,36906.36933
Tasman,Deer,2010,43085.26374
Tasman,Deer,2011,38695.22011
Tasman,Deer,2012,43985.35005
Tasman,Deer,2013,40359.53066
Tasman,Deer,2014,41140.73765
Tasman,Deer,2015,36037.41808
Tasman,Deer,2016,43150.36432
Tasman,Deer,2017,29289.60118
Tasman,Sheep,1990,694227.9897
Tasman,Sheep,1991,694227.9897
Tasman,Sheep,1992,694227.9897
Tasman,Sheep,1993,694227.9897
Tasman,Sheep,1994,626468.4007
Tasman,Sheep,1995,603497.5241
Tasman,Sheep,1996,597748.5384
Tasman,Sheep,1997,0
Tasman,Sheep,1998,0
Tasman,Sheep,1999,639451.1704
Tasman,Sheep,2000,0
Tasman,Sheep,2001,0
Tasman,Sheep,2002,525267.6742
Tasman,Sheep,2003,594103.6313
Tasman,Sheep,2004,499888.9767
Tasman,Sheep,2005,480493.7067
Tasman,Sheep,2006,477055.2264
Tasman,Sheep,2007,513833.1053
Tasman,Sheep,2008,498561.9474
Tasman,Sheep,2009,483289.315
Tasman,Sheep,2010,467850.0667
Tasman,Sheep,2011,368088.4297
Tasman,Sheep,2012,408248.7588
Tasman,Sheep,2013,392001.4971
Tasman,Sheep,2014,357846.7127
Tasman,Sheep,2015,523081.0249
Tasman,Sheep,2016,373262.3693
Tasman,Sheep,2017,386133.0788
Waikato,Beef,1990,9109813.106
Waikato,Beef,1991,9174486.627
Waikato,Beef,1992,8985583.249
Waikato,Beef,1993,10260266.62
Waikato,Beef,1994,10449854.7
Waikato,Beef,1995,10381193.13
Waikato,Beef,1996,9268421.792
Waikato,Beef,1997,0
Waikato,Beef,1998,0
Waikato,Beef,1999,8161140.01
Waikato,Beef,2000,0
Waikato,Beef,2001,0
Waikato,Beef,2002,8010723.624
Waikato,Beef,2003,8363268.786
Waikato,Beef,2004,7845243.977
Waikato,Beef,2005,8127421.85
Waikato,Beef,2006,7943179.195
Waikato,Beef,2007,8127241.668
Waikato,Beef,2008,6924547.224
Waikato,Beef,2009,7183301.367
Waikato,Beef,2010,6430714.925
Waikato,Beef,2011,6190567.633
Waikato,Beef,2012,6076584.157
Waikato,Beef,2013,6025472.376
Waikato,Beef,2014,5637683.509
Waikato,Beef,2015,5567856.768
Waikato,Beef,2016,5990012.452
Waikato,Beef,2017,5862335.102
Waikato,Dairy,1990,28092851.14
Waikato,Dairy,1991,27534311.95
Waikato,Dairy,1992,27344171.42
Waikato,Dairy,1993,30577308.63
Waikato,Dairy,1994,31634270.82
Waikato,Dairy,1995,33518490.67
Waikato,Dairy,1996,34173013.31
Waikato,Dairy,1997,0
Waikato,Dairy,1998,0
Waikato,Dairy,1999,33077279.26
Waikato,Dairy,2000,0
Waikato,Dairy,2001,0
Waikato,Dairy,2002,36603229.81
Waikato,Dairy,2003,36964895.1
Waikato,Dairy,2004,37092058.87
Waikato,Dairy,2005,37986804.19
Waikato,Dairy,2006,38185504.46
Waikato,Dairy,2007,36735828.68
Waikato,Dairy,2008,37790920.5
Waikato,Dairy,2009,39312704.89
Waikato,Dairy,2010,38675565.77
Waikato,Dairy,2011,39515277.94
Waikato,Dairy,2012,40320531.13
Waikato,Dairy,2013,40441071.56
Waikato,Dairy,2014,42127163.25
Waikato,Dairy,2015,38770735.06
Waikato,Dairy,2016,40822012.76
Waikato,Dairy,2017,41183414
Waikato,Deer,1990,400651.3381
Waikato,Deer,1991,415750.7782
Waikato,Deer,1992,398920.325
Waikato,Deer,1993,415706.4601
Waikato,Deer,1994,422317.679
Waikato,Deer,1995,367235.4847
Waikato,Deer,1996,387971.1453
Waikato,Deer,1997,0
Waikato,Deer,1998,0
Waikato,Deer,1999,400560.095
Waikato,Deer,2000,0
Waikato,Deer,2001,0
Waikato,Deer,2002,373048.9777
Waikato,Deer,2003,364513.8315
Waikato,Deer,2004,376620.4958
Waikato,Deer,2005,368922.1797
Waikato,Deer,2006,330000.4531
Waikato,Deer,2007,303850.1624
Waikato,Deer,2008,239487.2349
Waikato,Deer,2009,254198.2398
Waikato,Deer,2010,218858.459
Waikato,Deer,2011,200633.2889
Waikato,Deer,2012,211212.2819
Waikato,Deer,2013,205810.6867
Waikato,Deer,2014,196342.2532
Waikato,Deer,2015,181248.027
Waikato,Deer,2016,166351.9288
Waikato,Deer,2017,163492.1074
Waikato,Sheep,1990,6379545.89
Waikato,Sheep,1991,5672751.596
Waikato,Sheep,1992,5227590.814
Waikato,Sheep,1993,5366297.81
Waikato,Sheep,1994,5145556.573
Waikato,Sheep,1995,5015707.192
Waikato,Sheep,1996,4805455.836
Waikato,Sheep,1997,0
Waikato,Sheep,1998,0
Waikato,Sheep,1999,4088762.358
Waikato,Sheep,2000,0
Waikato,Sheep,2001,0
Waikato,Sheep,2002,3698851.806
Waikato,Sheep,2003,3437359.547
Waikato,Sheep,2004,3506188.694
Waikato,Sheep,2005,3645723.238
Waikato,Sheep,2006,3862342.431
Waikato,Sheep,2007,3795512.24
Waikato,Sheep,2008,3094276.784
Waikato,Sheep,2009,2999013.193
Waikato,Sheep,2010,2828521.228
Waikato,Sheep,2011,2622894.152
Waikato,Sheep,2012,2534784.569
Waikato,Sheep,2013,2748113.546
Waikato,Sheep,2014,2424492.425
Waikato,Sheep,2015,2348537.806
Waikato,Sheep,2016,2377613.27
Waikato,Sheep,2017,2110134.131
Wellington,Beef,1990,1747965.975
Wellington,Beef,1991,1834020.888
Wellington,Beef,1992,1980911.182
Wellington,Beef,1993,2080320.718
Wellington,Beef,1994,2247031.641
Wellington,Beef,1995,2313170.837
Wellington,Beef,1996,2132164.973
Wellington,Beef,1997,0
Wellington,Beef,1998,0
Wellington,Beef,1999,1921723.997
Wellington,Beef,2000,0
Wellington,Beef,2001,0
Wellington,Beef,2002,1915712.304
Wellington,Beef,2003,1862568.509
Wellington,Beef,2004,1840550.285
Wellington,Beef,2005,1807047.507
Wellington,Beef,2006,1861659.887
Wellington,Beef,2007,1647246.334
Wellington,Beef,2008,1483176.753
Wellington,Beef,2009,1550932.45
Wellington,Beef,2010,1515052.465
Wellington,Beef,2011,1590732.187
Wellington,Beef,2012,1483588.803
Wellington,Beef,2013,1389039.335
Wellington,Beef,2014,1567572.903
Wellington,Beef,2015,1282963.053
Wellington,Beef,2016,1170653.204
Wellington,Beef,2017,1425521.547
Wellington,Dairy,1990,1158266.046
Wellington,Dairy,1991,1242448.335
Wellington,Dairy,1992,1374298.104
Wellington,Dairy,1993,1424096.078
Wellington,Dairy,1994,1554982.494
Wellington,Dairy,1995,1711360.73
Wellington,Dairy,1996,1729645.924
Wellington,Dairy,1997,0
Wellington,Dairy,1998,0
Wellington,Dairy,1999,1802286.495
Wellington,Dairy,2000,0
Wellington,Dairy,2001,0
Wellington,Dairy,2002,2059724.236
Wellington,Dairy,2003,2074415.379
Wellington,Dairy,2004,1760343.559
Wellington,Dairy,2005,1765049.171
Wellington,Dairy,2006,1913553.843
Wellington,Dairy,2007,1718974.93
Wellington,Dairy,2008,1917907.461
Wellington,Dairy,2009,1580844.835
Wellington,Dairy,2010,1711342.204
Wellington,Dairy,2011,2114190.77
Wellington,Dairy,2012,2004034.984
Wellington,Dairy,2013,2012797.797
Wellington,Dairy,2014,1808122.195
Wellington,Dairy,2015,2037715.31
Wellington,Dairy,2016,2047923.153
Wellington,Dairy,2017,1793394
Wellington,Deer,1990,64278.68829
Wellington,Deer,1991,70249.98026
Wellington,Deer,1992,76788.71957
Wellington,Deer,1993,75077.6476
Wellington,Deer,1994,87974.70707
Wellington,Deer,1995,79169.0884
Wellington,Deer,1996,78819.89004
Wellington,Deer,1997,0
Wellington,Deer,1998,0
Wellington,Deer,1999,76942.94885
Wellington,Deer,2000,0
Wellington,Deer,2001,0
Wellington,Deer,2002,79800.55543
Wellington,Deer,2003,75138.75732
Wellington,Deer,2004,75083.46758
Wellington,Deer,2005,70602.08861
Wellington,Deer,2006,66120.70964
Wellington,Deer,2007,46516.13166
Wellington,Deer,2008,49094.37956
Wellington,Deer,2009,46740.20061
Wellington,Deer,2010,54763.03295
Wellington,Deer,2011,50537.73279
Wellington,Deer,2012,40544.83969
Wellington,Deer,2013,52193.51502
Wellington,Deer,2014,60315.28689
Wellington,Deer,2015,58941.77334
Wellington,Deer,2016,51716.27726
Wellington,Deer,2017,30953.52471
Wellington,Sheep,1990,3159695.515
Wellington,Sheep,1991,3111061.295
Wellington,Sheep,1992,2994099.866
Wellington,Sheep,1993,2823505.2
Wellington,Sheep,1994,2677273.896
Wellington,Sheep,1995,2647547.574
Wellington,Sheep,1996,2575158.588
Wellington,Sheep,1997,0
Wellington,Sheep,1998,0
Wellington,Sheep,1999,2763888.234
Wellington,Sheep,2000,0
Wellington,Sheep,2001,0
Wellington,Sheep,2002,2206202.616
Wellington,Sheep,2003,2166450.263
Wellington,Sheep,2004,2365528.497
Wellington,Sheep,2005,2481833.858
Wellington,Sheep,2006,2449568.468
Wellington,Sheep,2007,2217797.61
Wellington,Sheep,2008,2165689.517
Wellington,Sheep,2009,2019723.562
Wellington,Sheep,2010,1988748.399
Wellington,Sheep,2011,2002439.402
Wellington,Sheep,2012,2026497.249
Wellington,Sheep,2013,1914628.562
Wellington,Sheep,2014,1898273.12
Wellington,Sheep,2015,1728988.155
Wellington,Sheep,2016,1622718.562
Wellington,Sheep,2017,1840494.119
West Coast,Beef,1990,1420410.001
West Coast,Beef,1991,1401468.882
West Coast,Beef,1992,1353516.925
West Coast,Beef,1993,1355797.591
West Coast,Beef,1994,1309121.261
West Coast,Beef,1995,1275143.212
West Coast,Beef,1996,1158326.758
West Coast,Beef,1997,0
West Coast,Beef,1998,0
West Coast,Beef,1999,1012074.258
West Coast,Beef,2000,0
West Coast,Beef,2001,0
West Coast,Beef,2002,752001.0929
West Coast,Beef,2003,714505.4077
West Coast,Beef,2004,604453.6388
West Coast,Beef,2005,623800.6393
West Coast,Beef,2006,716998.6775
West Coast,Beef,2007,585145.2937
West Coast,Beef,2008,670921.5055
West Coast,Beef,2009,693708.8317
West Coast,Beef,2010,614929.2375
West Coast,Beef,2011,570765.5051
West Coast,Beef,2012,560541.1662
West Coast,Beef,2013,507196.7893
West Coast,Beef,2014,788124.5133
West Coast,Beef,2015,706368.4574
West Coast,Beef,2016,616591.4173
West Coast,Beef,2017,530003.4432
West Coast,Dairy,1990,2538386.463
West Coast,Dairy,1991,2578489.655
West Coast,Dairy,1992,2600568.056
West Coast,Dairy,1993,2763224.086
West Coast,Dairy,1994,3118957.899
West Coast,Dairy,1995,3351351.767
West Coast,Dairy,1996,3582210.772
West Coast,Dairy,1997,0
West Coast,Dairy,1998,0
West Coast,Dairy,1999,4761693.28
West Coast,Dairy,2000,0
West Coast,Dairy,2001,0
West Coast,Dairy,2002,4905261.922
West Coast,Dairy,2003,4823874.874
West Coast,Dairy,2004,5564898.436
West Coast,Dairy,2005,5603033.856
West Coast,Dairy,2006,5853334.449
West Coast,Dairy,2007,6000956.7
West Coast,Dairy,2008,6016226.611
West Coast,Dairy,2009,7060995.451
West Coast,Dairy,2010,6328000.399
West Coast,Dairy,2011,7056745.064
West Coast,Dairy,2012,6834111.345
West Coast,Dairy,2013,7040963.533
West Coast,Dairy,2014,7415233.758
West Coast,Dairy,2015,7174417.826
West Coast,Dairy,2016,7121602.827
West Coast,Dairy,2017,6147477
West Coast,Deer,1990,110169.5615
West Coast,Deer,1991,132374.5125
West Coast,Deer,1992,132903.0995
West Coast,Deer,1993,121050.718
West Coast,Deer,1994,111725.2403
West Coast,Deer,1995,118811.7439
West Coast,Deer,1996,125898.2475
West Coast,Deer,1997,0
West Coast,Deer,1998,0
West Coast,Deer,1999,147162.0558
West Coast,Deer,2000,0
West Coast,Deer,2001,0
West Coast,Deer,2002,142941.9548
West Coast,Deer,2003,152503.7926
West Coast,Deer,2004,188129.6962
West Coast,Deer,2005,206595.8612
West Coast,Deer,2006,206462.6401
West Coast,Deer,2007,179440.2418
West Coast,Deer,2008,150217.5465
West Coast,Deer,2009,172594.3957
West Coast,Deer,2010,138915.2393
West Coast,Deer,2011,130702.8024
West Coast,Deer,2012,146869.8289
West Coast,Deer,2013,140638.5188
West Coast,Deer,2014,135060.422
West Coast,Deer,2015,125799.406
West Coast,Deer,2016,123874.1461
West Coast,Deer,2017,121789.8803
West Coast,Sheep,1990,761150.5091
West Coast,Sheep,1991,631644.0064
West Coast,Sheep,1992,598398.3074
West Coast,Sheep,1993,576426.2868
West Coast,Sheep,1994,525677.7407
West Coast,Sheep,1995,537092.2187
West Coast,Sheep,1996,419641.0751
West Coast,Sheep,1997,0
West Coast,Sheep,1998,0
West Coast,Sheep,1999,252072.556
West Coast,Sheep,2000,0
West Coast,Sheep,2001,0
West Coast,Sheep,2002,224570.5096
West Coast,Sheep,2003,203863.2578
West Coast,Sheep,2004,198918.2787
West Coast,Sheep,2005,182039.3196
West Coast,Sheep,2006,189513.8364
West Coast,Sheep,2007,131317.4768
West Coast,Sheep,2008,104764.614
West Coast,Sheep,2009,104116.4503
West Coast,Sheep,2010,100800.3769
West Coast,Sheep,2011,84426.3543
West Coast,Sheep,2012,141005.946
West Coast,Sheep,2013,79809.09839
West Coast,Sheep,2014,142358.1077
West Coast,Sheep,2015,59910.23054
West Coast,Sheep,2016,56193.60657
West Coast,Sheep,2017,98035.36408
